CASM    Generic wetland environmental data Apr 2016  S.M. Bartell                                             
                    Te      Th     I0      N       P       Si      depth   velocityTIS     POCe    wind    sal
        DOY         C       C      eins/m2 mg/L    mg/L    mg/L    m       m/s     mg/L    mg/L    m/s     psu
     209  25.670  25.670  78.810   0.441   0.184  11.913   0.228   0.000  15.630   9.900   2.850   0.000
     210  26.330  26.330  97.010   0.549   0.288  11.778   0.245   0.000  19.320  12.240   4.410   0.000
     211  27.330  27.330  97.480   0.443   0.224  12.808   0.264   0.000  10.850   6.870   4.020   0.000
     212  26.000  26.000  86.950   0.356   0.168  10.853   0.229   0.000   9.370   5.940   1.510   0.000
     213  26.000  26.000  92.300   0.253   0.120  10.415   0.230   0.000   7.060   5.290   1.910   0.000
     214  26.000  26.000  69.420   0.208   0.144  10.793   0.228   0.000   6.040   4.530   3.280   0.000
     215  26.330  26.330  67.630   0.162   0.144  10.448   0.229   0.000   4.470   3.350   1.760   0.000
     216  26.670  26.670  63.340   0.379   0.352  10.068   0.280   0.000  15.630  11.720   3.790   0.000
     217  26.670  26.670  72.290   0.309   0.240  10.218   0.260   0.000  11.200   8.400   3.940   0.000
     218  27.000  27.000  82.640   0.274   0.296  10.805   0.240   0.000  18.330  13.740   1.810   0.000
     219  27.330  27.330  79.310   0.259   0.248  11.800   0.238   0.000   9.250   6.940   0.890   0.000
     220  27.670  27.670  82.960   0.188   0.184  10.873   0.230   0.000   9.670   7.250   1.390   0.000
     221  27.670  27.670  85.980   0.177   0.064  10.564   0.227   0.000   9.490   7.120   3.520   0.000
     222  27.330  27.330  81.190   0.157   0.112  10.460   0.227   0.000   9.700   7.270   2.730   0.000
     223  27.000  27.000  72.310   0.147   0.160   9.876   0.227   0.000  12.040   9.030   2.550   0.000
     224  26.670  26.670  86.550   0.231   0.176  10.254   0.228   0.000   7.690   5.770   3.670   0.000
     225  26.670  26.670  90.260   0.205   0.168  10.278   0.227   0.000   7.960   5.970   3.670   0.000
     226  26.000  26.000  85.350   0.181   0.152  12.022   0.227   0.000   8.980   6.730   1.460   0.000
     227  26.670  26.670  76.890   0.181   0.184  12.078   0.239   0.000   8.300   6.220   4.920   0.000
     228  26.330  26.330  83.070   0.247   0.256  11.412   0.236   0.000   9.250   6.940   4.520   0.000
     229  26.670  26.670  83.570   0.256   0.200  11.402   0.231   0.000   9.480   7.110   2.820   0.000
     230  27.330  27.330  82.100   0.351   0.336  11.434   0.298   0.000  15.210  11.400   3.730   0.000
     231  26.670  26.670  90.730   0.303   0.288  11.404   0.245   0.000   9.450   7.080   2.880   0.000
     232  27.000  27.000  82.280   0.143   0.112  12.078   0.229   0.000   6.010   4.500   2.250   0.000
     233  27.000  27.000  85.350   0.103   0.104  13.105   0.232   0.000   6.950   5.210   4.120   0.000
     234  26.330  26.330  66.330   0.093   0.080  11.500   0.229   0.000   6.730   5.040   4.560   0.000
     235  25.670  25.670  76.970   0.098   0.104  11.615   0.238   0.000   7.000   5.250   3.070   0.000
     236  26.000  26.000  87.030   0.099   0.112  12.138   0.228   0.000   7.060   5.290   2.970   0.000
     237  25.670  25.670  87.280   0.203   0.144  11.092   0.239   0.000   5.010   3.760   1.670   0.000
     238  24.670  24.670  78.070   0.168   0.136  11.198   0.244   0.000   5.420   4.070   0.930   0.000
     239  24.670  24.670  80.560   0.156   0.096  10.770   0.251   0.000   6.180   4.640   2.030   0.000
     240  25.000  25.000  69.300   0.139   0.088   9.672   0.249   0.000   6.820   5.110   2.790   0.000
     241  25.330  25.330  75.870   0.096   0.112   9.903   0.229   0.000   5.130   3.840   1.940   0.000
     242  26.000  26.000  66.450   0.155   0.176   9.410   0.228   0.000  14.820  11.110   1.490   0.000
     243  26.000  26.000  60.050   0.287   0.344   9.700   0.241   0.000  48.520  36.380   2.780   0.000
     244  25.330  25.330  62.510   0.758   0.608  11.058   0.233   0.000  11.170   9.860   0.950   0.000
     245  25.330  25.330  66.330   0.817   0.624   9.085   0.229   0.000  22.830  20.150   1.530   0.000
     246  25.000  25.000  62.840   0.881   0.528  10.453   0.228   0.000  16.650  14.700   5.840   0.000
     247  25.330  25.330  69.560   1.021   0.480  12.514   0.227   0.000  13.770  12.150   2.440   0.000
     248  25.670  25.670  71.580   0.357   0.512  10.740   0.232   0.000  12.860  11.350   2.110   0.000
     249  25.000  25.000  61.330   0.679   0.504  10.190   0.228   0.000  17.530  15.470   3.640   0.000
     250  25.670  25.670  58.350   1.139   0.512  10.167   0.282   0.000  22.460  19.830   2.060   0.000
     251  25.330  25.330  83.470   1.056   0.632  11.193   0.238   0.000   8.410   7.420   2.030   0.000
     252  24.000  24.000  73.970   0.787   0.536  11.557   0.230   0.000   7.870   6.940   2.900   0.000
     253  24.330  24.330  74.030   0.612   0.368  12.560   0.229   0.000   7.470   6.590   3.070   0.000
